ra,dec,smooth-or-featured-gz2_smooth,smooth-or-featured-gz2_featured-or-disk,smooth-or-featured-gz2_artifact,disk-edge-on-gz2_yes,disk-edge-on-gz2_no,bar-gz2_yes,bar-gz2_no,has-spiral-arms-gz2_yes,has-spiral-arms-gz2_no,bulge-size-gz2_no,bulge-size-gz2_just-noticeable,bulge-size-gz2_obvious,bulge-size-gz2_dominant,something-odd-gz2_yes,something-odd-gz2_no,how-rounded-gz2_round,how-rounded-gz2_in-between,how-rounded-gz2_cigar,bulge-shape-gz2_round,bulge-shape-gz2_boxy,bulge-shape-gz2_no-bulge,spiral-winding-gz2_tight,spiral-winding-gz2_medium,spiral-winding-gz2_loose,spiral-arm-count-gz2_1,spiral-arm-count-gz2_2,spiral-arm-count-gz2_3,spiral-arm-count-gz2_4,spiral-arm-count-gz2_more-than-4,spiral-arm-count-gz2_cant-tell,smooth-or-featured-gz2_total-votes,smooth-or-featured-gz2_smooth_fraction,smooth-or-featured-gz2_featured-or-disk_fraction,smooth-or-featured-gz2_artifact_fraction,disk-edge-on-gz2_total-votes,disk-edge-on-gz2_yes_fraction,disk-edge-on-gz2_no_fraction,has-spiral-arms-gz2_total-votes,has-spiral-arms-gz2_yes_fraction,has-spiral-arms-gz2_no_fraction,bar-gz2_total-votes,bar-gz2_yes_fraction,bar-gz2_no_fraction,bulge-size-gz2_total-votes,bulge-size-gz2_dominant_fraction,bulge-size-gz2_obvious_fraction,bulge-size-gz2_just-noticeable_fraction,bulge-size-gz2_no_fraction,something-odd-gz2_total-votes,something-odd-gz2_yes_fraction,something-odd-gz2_no_fraction,how-rounded-gz2_total-votes,how-rounded-gz2_round_fraction,how-rounded-gz2_in-between_fraction,how-rounded-gz2_cigar_fraction,bulge-shape-gz2_total-votes,bulge-shape-gz2_round_fraction,bulge-shape-gz2_boxy_fraction,bulge-shape-gz2_no-bulge_fraction,spiral-winding-gz2_total-votes,spiral-winding-gz2_tight_fraction,spiral-winding-gz2_medium_fraction,spiral-winding-gz2_loose_fraction,spiral-arm-count-gz2_total-votes,spiral-arm-count-gz2_1_fraction,spiral-arm-count-gz2_2_fraction,spiral-arm-count-gz2_3_fraction,spiral-arm-count-gz2_4_fraction,spiral-arm-count-gz2_more-than-4_fraction,spiral-arm-count-gz2_cant-tell_fraction,file_loc,subfolder,iauname,smooth-or-featured-gz2_semantic,disk-edge-on-gz2_semantic,has-spiral-arms-gz2_semantic,bar-gz2_semantic,bulge-size-gz2_semantic,something-odd-gz2_semantic,how-rounded-gz2_semantic,bulge-shape-gz2_semantic,spiral-winding-gz2_semantic,spiral-arm-count-gz2_semantic,summary,leaf_prob,label,filename,id_str,objid,sample,asset_id,name,pgc,img_name,row_txt
220.690093994,18.7289981842,21,23,2,2,21,4,17,3,18,1,0,12,8,24,20,3,18,0,2,0,0,2,1,0,0,1,0,0,0,2,46,0.45652173913043476,0.5,0.043478260869565216,23,0.08695652173913043,0.9130434782608695,21,0.14285714285714285,0.8571428571428571,21,0.19047619047619047,0.8095238095238095,21,0.38095238095238093,0.5714285714285714,0.0,0.047619047619047616,44,0.5454545454545454,0.45454545454545453,21,0.14285714285714285,0.8571428571428571,0.0,2,1.0,0.0,0.0,3,0.6666666666666666,0.3333333333333333,0.0,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,data/gz2/images/587742/587742061624557602.jpg,587742,J144245.62+184344.4,smooth-or-featured-gz2_featured-or-disk,-,-,-,-,something-odd-gz2_yes,-,-,-,-,,1.0,-1,587742061624557602.jpg,587742061624557602,587742061624557602,original,168086,J144245.63+184344.4,1568398,168086,6808
209.917129517,32.7084236145,6,27,1,1,26,4,22,0,26,0,1,19,6,30,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,34,0.17647058823529413,0.7941176470588235,0.029411764705882353,27,0.037037037037037035,0.9629629629629629,26,0.0,1.0,26,0.15384615384615385,0.8461538461538461,26,0.23076923076923078,0.7307692307692307,0.038461538461538464,0.0,33,0.9090909090909091,0.09090909090909091,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,1,1.0,0.0,0.0,0,,,,0,,,,,,,data/gz2/images/587739/587739381521252358.jpg,587739,J135940.11+324230.3,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.6470588235294117,6,587739381521252358.jpg,587739381521252358,587739381521252358,original,124811,J135940.12+324230.4,2009092,124811,5980
184.20861816400003,27.1545543671,20,20,0,0,20,0,20,3,17,0,1,14,5,28,12,18,2,0,0,0,0,3,0,0,0,0,0,0,0,3,40,0.5,0.5,0.0,20,0.0,1.0,20,0.15,0.85,20,0.0,1.0,20,0.25,0.7,0.05,0.0,40,0.7,0.3,20,0.9,0.1,0.0,0,,,,3,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.0,data/gz2/images/587741/587741601494925477.jpg,587741,J121650.06+270916.4,deadlock,-,-,-,-,something-odd-gz2_yes,-,-,-,-,,1.0,-1,587741601494925477.jpg,587741601494925477,587741601494925477,original,154502,J121650.11+270916.5,3785662,154502,4050
131.338378906,3.0832874774900003,12,32,1,1,31,10,21,6,25,0,2,22,7,27,17,4,8,0,1,0,0,0,6,0,0,6,0,0,0,0,45,0.26666666666666666,0.7111111111111111,0.022222222222222223,32,0.03125,0.96875,31,0.1935483870967742,0.8064516129032258,31,0.3225806451612903,0.6774193548387096,31,0.22580645161290322,0.7096774193548387,0.06451612903225806,0.0,44,0.6136363636363636,0.38636363636363635,12,0.3333333333333333,0.6666666666666666,0.0,1,1.0,0.0,0.0,6,0.0,1.0,0.0,6,0.0,1.0,0.0,0.0,0.0,0.0,data/gz2/images/587728/587728880330342724.jpg,587728,J084521.21+030459.8,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.3763440860215053,6,587728880330342724.jpg,587728880330342724,587728880330342724,original,25773,J084521.17+030500.0,3354323,25773,645
196.748031616,5.88739824295,6,31,0,0,31,22,9,18,13,0,3,19,9,20,17,1,4,1,0,0,0,3,13,2,0,17,0,0,0,1,37,0.16216216216216217,0.8378378378378378,0.0,31,0.0,1.0,31,0.5806451612903226,0.41935483870967744,31,0.7096774193548387,0.2903225806451613,31,0.2903225806451613,0.6129032258064516,0.0967741935483871,0.0,37,0.5405405405405406,0.4594594594594595,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,0,,,,18,0.16666666666666666,0.7222222222222222,0.1111111111111111,18,0.0,0.9444444444444444,0.0,0.0,0.0,0.05555555555555555,data/gz2/images/588010/588010880377028761.jpg,588010,J130700.00+055314.5,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,barred_spiral,0.3452484742807324,5,588010880377028761.jpg,588010880377028761,588010880377028761,original,198957,J130659.52+055314.6,1290779,198957,4912
134.581283569,31.1220874786,7,43,2,2,41,30,11,15,26,1,1,27,12,35,15,3,4,0,2,0,0,3,9,3,1,14,0,0,0,0,52,0.1346153846153846,0.8269230769230769,0.038461538461538464,43,0.046511627906976744,0.9534883720930233,41,0.36585365853658536,0.6341463414634146,41,0.7317073170731707,0.2682926829268293,41,0.2926829268292683,0.6585365853658537,0.024390243902439025,0.024390243902439025,50,0.7,0.3,7,0.42857142857142855,0.5714285714285714,0.0,2,1.0,0.0,0.0,15,0.2,0.6,0.2,15,0.06666666666666667,0.9333333333333333,0.0,0.0,0.0,0.0,data/gz2/images/588016/588016879904948349.jpg,588016,J085819.50+310719.5,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,,1.0,-1,588016879904948349.jpg,588016879904948349,588016879904948349,original,206547,J085819.48+310719.3,1932689,206547,803
174.01940918,67.61963653560001,9,30,1,0,30,2,28,16,14,0,9,19,2,22,17,5,4,0,0,0,0,13,1,2,6,5,1,0,0,4,40,0.225,0.75,0.025,30,0.0,1.0,30,0.5333333333333333,0.4666666666666667,30,0.06666666666666667,0.9333333333333333,30,0.06666666666666667,0.6333333333333333,0.3,0.0,39,0.5641025641025641,0.4358974358974359,9,0.5555555555555556,0.4444444444444444,0.0,0,,,,16,0.8125,0.0625,0.125,16,0.375,0.3125,0.0625,0.0,0.0,0.25,data/gz2/images/587725/587725552284467298.jpg,587725,J113604.65+673710.6,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,unbarred_spiral,0.37333333333333335,4,587725552284467298.jpg,587725552284467298,587725552284467298,original,10207,J113604.61+673711.1,2703039,10207,3265
233.575531006,0.8509242534639999,31,18,4,0,18,2,16,3,15,0,0,12,6,28,21,29,2,0,0,0,0,2,0,1,0,2,0,0,0,1,53,0.5849056603773585,0.33962264150943394,0.07547169811320754,18,0.0,1.0,18,0.16666666666666666,0.8333333333333334,18,0.1111111111111111,0.8888888888888888,18,0.3333333333333333,0.6666666666666666,0.0,0.0,49,0.5714285714285714,0.42857142857142855,31,0.9354838709677419,0.06451612903225806,0.0,0,,,,3,0.6666666666666666,0.0,0.3333333333333333,3,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,data/gz2/images/587729/587729746839404778.jpg,587729,J153418.12+005103.3,smooth-or-featured-gz2_smooth,-,-,-,-,something-odd-gz2_yes,how-rounded-gz2_round,-,-,-,smooth_round,0.5471698113207547,1,587729746839404778.jpg,587729746839404778,587729746839404778,original,37300,J153418.15+005103.5,3329636,37300,7847
165.713562012,14.3363008499,28,18,2,0,18,0,17,3,14,9,6,1,1,23,22,17,11,0,0,0,0,2,1,0,0,1,0,0,0,2,48,0.5833333333333334,0.375,0.041666666666666664,18,0.0,1.0,17,0.17647058823529413,0.8235294117647058,17,0.0,1.0,17,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.5294117647058824,45,0.5111111111111111,0.4888888888888889,28,0.6071428571428571,0.39285714285714285,0.0,0,,,,3,0.6666666666666666,0.3333333333333333,0.0,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,data/gz2/images/587735/587735348567015522.jpg,587735,J110251.24+142010.6,smooth-or-featured-gz2_smooth,-,-,-,-,something-odd-gz2_yes,how-rounded-gz2_round,-,-,-,smooth_round,0.3541666666666667,1,587735348567015522.jpg,587735348567015522,587735348567015522,original,81351,J110251.23+142010.7,3764869,81351,2614
208.899551392,5.884609699249999,6,43,1,3,40,1,39,16,24,1,22,16,1,32,17,0,6,0,2,0,1,5,10,1,2,6,0,0,0,8,50,0.12,0.86,0.02,43,0.06976744186046512,0.9302325581395349,40,0.4,0.6,40,0.025,0.975,40,0.025,0.4,0.55,0.025,49,0.6530612244897959,0.3469387755102041,6,0.0,1.0,0.0,3,0.6666666666666666,0.0,0.3333333333333333,16,0.3125,0.625,0.0625,16,0.125,0.375,0.0,0.0,0.0,0.5,data/gz2/images/587736/587736523760009369.jpg,587736,J135535.89+055304.6,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_just-noticeable,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.4679999999999999,6,587736523760009369.jpg,587736523760009369,587736523760009369,original,89834,J135535.92+055305.0,1290748,89834,5884
256.87777709999995,58.7819290161,13,30,1,1,29,7,22,7,22,0,3,14,12,28,15,0,13,0,1,0,0,5,1,1,0,1,0,0,0,6,44,0.29545454545454547,0.6818181818181818,0.022727272727272728,30,0.03333333333333333,0.9666666666666667,29,0.2413793103448276,0.7586206896551724,29,0.2413793103448276,0.7586206896551724,29,0.41379310344827586,0.4827586206896552,0.10344827586206896,0.0,43,0.6511627906976745,0.3488372093023256,13,0.0,1.0,0.0,1,1.0,0.0,0.0,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,7,0.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,data/gz2/images/587725/587725490525241634.jpg,587725,J170730.66+584654.9,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.37931034482758613,6,587725490525241634.jpg,587725490525241634,587725490525241634,original,7838,J170730.66+584654.9,2582724,7838,9124
245.454376221,47.05210495,4,44,0,2,42,38,4,4,38,0,2,27,13,45,4,4,0,0,2,0,0,3,1,0,0,2,0,0,0,2,48,0.08333333333333333,0.9166666666666666,0.0,44,0.045454545454545456,0.9545454545454546,42,0.09523809523809523,0.9047619047619048,42,0.9047619047619048,0.09523809523809523,42,0.30952380952380953,0.6428571428571429,0.047619047619047616,0.0,49,0.9183673469387755,0.08163265306122448,4,1.0,0.0,0.0,2,1.0,0.0,0.0,4,0.75,0.25,0.0,4,0.0,0.5,0.0,0.0,0.0,0.5,data/gz2/images/588007/588007005266706503.jpg,588007,J162149.04+470307.6,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,,1.0,-1,588007005266706503.jpg,588007005266706503,588007005266706503,original,192200,J162149.09+470307.9,2291530,192200,8577
222.603683472,26.7084598541,9,35,1,2,33,1,32,5,28,0,8,24,1,42,1,1,7,1,2,0,0,4,1,0,1,0,0,0,0,4,45,0.2,0.7777777777777778,0.022222222222222223,35,0.05714285714285714,0.9428571428571428,33,0.15151515151515152,0.8484848484848485,33,0.030303030303030304,0.9696969696969697,33,0.030303030303030304,0.7272727272727273,0.24242424242424243,0.0,43,0.9767441860465116,0.023255813953488372,9,0.1111111111111111,0.7777777777777778,0.1111111111111111,2,1.0,0.0,0.0,5,0.8,0.2,0.0,5,0.2,0.0,0.0,0.0,0.0,0.8,data/gz2/images/587739/587739458299560050.jpg,587739,J145024.88+264230.4,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.6033670033670034,6,587739458299560050.jpg,587739458299560050,587739458299560050,original,129501,J145024.88+264230.0,3834812,129501,6931
190.436950684,12.7818937302,7,32,0,1,31,9,22,12,19,0,5,16,10,21,18,3,4,0,1,0,0,1,10,1,0,10,1,0,0,1,39,0.1794871794871795,0.8205128205128205,0.0,32,0.03125,0.96875,31,0.3870967741935484,0.6129032258064516,31,0.2903225806451613,0.7096774193548387,31,0.3225806451612903,0.5161290322580645,0.16129032258064516,0.0,39,0.5384615384615384,0.46153846153846156,7,0.42857142857142855,0.5714285714285714,0.0,1,1.0,0.0,0.0,12,0.08333333333333333,0.8333333333333334,0.08333333333333333,12,0.0,0.8333333333333334,0.08333333333333333,0.0,0.0,0.08333333333333333,data/gz2/images/588017/588017704008679564.jpg,588017,J124144.86+124654.8,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.3457402812241522,6,588017704008679564.jpg,588017704008679564,588017704008679564,original,218033,J124144.83+124654.8,1416063,218033,4465
199.807342529,-0.98778128624,26,22,4,0,22,1,20,7,14,0,6,14,1,31,16,25,1,0,0,0,0,5,1,1,0,5,0,0,1,1,52,0.5,0.4230769230769231,0.07692307692307693,22,0.0,1.0,21,0.3333333333333333,0.6666666666666666,21,0.047619047619047616,0.9523809523809523,21,0.047619047619047616,0.6666666666666666,0.2857142857142857,0.0,47,0.6595744680851063,0.3404255319148936,26,0.9615384615384616,0.038461538461538464,0.0,0,,,,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,7,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,data/gz2/images/588848/588848898847604915.jpg,588848,J131913.76-005916.0,smooth-or-featured-gz2_smooth,-,-,-,-,something-odd-gz2_yes,-,-,-,-,,1.0,-1,588848898847604915.jpg,588848898847604915,588848898847604915,original,242086,J13191377-0059159,1129683,242086,5164
219.010772705,36.5031967163,12,34,1,3,31,30,1,0,31,0,6,23,2,36,10,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,0.2553191489361702,0.723404255319149,0.02127659574468085,34,0.08823529411764706,0.9117647058823529,31,0.0,1.0,31,0.967741935483871,0.03225806451612903,31,0.06451612903225806,0.7419354838709677,0.1935483870967742,0.0,46,0.782608695652174,0.21739130434782608,12,1.0,0.0,0.0,3,1.0,0.0,0.0,0,,,,0,,,,,,,data/gz2/images/587736/587736584429306061.jpg,587736,J143602.58+363011.4,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,,1.0,-1,587736584429306061.jpg,587736584429306061,587736584429306061,original,93551,NGC 5686,52189,93551,6641
170.529663086,3.07593536377,9,38,0,1,37,8,29,20,17,0,2,22,13,31,16,5,4,0,1,0,0,5,9,6,8,9,1,0,0,2,47,0.19148936170212766,0.8085106382978723,0.0,38,0.02631578947368421,0.9736842105263158,37,0.5405405405405406,0.4594594594594595,37,0.21621621621621623,0.7837837837837838,37,0.35135135135135137,0.5945945945945946,0.05405405405405406,0.0,47,0.6595744680851063,0.3404255319148936,9,0.5555555555555556,0.4444444444444444,0.0,1,1.0,0.0,0.0,20,0.25,0.45,0.3,20,0.4,0.45,0.05,0.0,0.0,0.1,data/gz2/images/587728/587728309640102024.jpg,587728,,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,unbarred_spiral,0.33352501437607823,4,587728309640102024.jpg,587728309640102024,587728309640102024,original,23780,J112207.11+030433.8,1244575,23780,3036
115.290283203,40.9989852905,16,25,3,1,24,8,16,7,17,0,8,11,5,35,6,12,4,0,1,0,0,5,2,0,1,2,0,0,0,4,44,0.36363636363636365,0.5681818181818182,0.06818181818181818,25,0.04,0.96,24,0.2916666666666667,0.7083333333333334,24,0.3333333333333333,0.6666666666666666,24,0.20833333333333334,0.4583333333333333,0.3333333333333333,0.0,41,0.8536585365853658,0.14634146341463414,16,0.75,0.25,0.0,1,1.0,0.0,0.0,7,0.7142857142857143,0.2857142857142857,0.0,7,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,data/gz2/images/587725/587725552266510613.jpg,587725,J074109.66+405956.3,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.25757575757575757,6,587725552266510613.jpg,587725552266510613,587725552266510613,original,9951,J074109.67+405956.3,3087899,9951,49
185.879440308,55.6565361023,7,37,2,0,37,0,37,0,37,0,5,26,6,41,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0.15217391304347827,0.8043478260869565,0.043478260869565216,37,0.0,1.0,37,0.0,1.0,37,0.0,1.0,37,0.16216216216216217,0.7027027027027027,0.13513513513513514,0.0,44,0.9318181818181818,0.06818181818181818,7,0.14285714285714285,0.7142857142857143,0.14285714285714285,0,,,,0,,,,0,,,,,,,data/gz2/images/587731/587731870172446752.jpg,587731,J122331.07+553923.6,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.8043478260869565,6,587731870172446752.jpg,587731870172446752,587731870172446752,original,47005,SBS 1221+559,40219,47005,4182
196.032196045,19.2106437683,2,27,0,0,27,1,26,18,9,1,8,15,3,22,7,1,1,0,0,0,0,5,2,11,9,0,1,0,3,5,29,0.06896551724137931,0.9310344827586207,0.0,27,0.0,1.0,27,0.6666666666666666,0.3333333333333333,27,0.037037037037037035,0.9629629629629629,27,0.1111111111111111,0.5555555555555556,0.2962962962962963,0.037037037037037035,29,0.7586206896551724,0.2413793103448276,2,0.5,0.5,0.0,0,,,,18,0.2777777777777778,0.1111111111111111,0.6111111111111112,18,0.5,0.0,0.05555555555555555,0.0,0.16666666666666666,0.2777777777777778,data/gz2/images/588023/588023668639858795.jpg,588023,J130407.72+191238.3,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,spiral-winding-gz2_loose,spiral-arm-count-gz2_1,unbarred_spiral,0.5977011494252872,4,588023668639858795.jpg,588023668639858795,588023668639858795,original,236627,IC 4141,45147,236627,4849
123.107933044,34.459022522,19,25,1,2,23,20,3,2,21,0,3,11,9,25,19,6,12,1,1,1,0,1,1,0,0,2,0,0,0,0,45,0.4222222222222222,0.5555555555555556,0.022222222222222223,25,0.08,0.92,23,0.08695652173913043,0.9130434782608695,23,0.8695652173913043,0.13043478260869565,23,0.391304347826087,0.4782608695652174,0.13043478260869565,0.0,44,0.5681818181818182,0.4318181818181818,19,0.3157894736842105,0.631578947368421,0.05263157894736842,2,0.5,0.5,0.0,2,0.5,0.5,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,data/gz2/images/587731/587731680650723569.jpg,587731,J081225.90+342732.4,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,,1.0,-1,587731680650723569.jpg,587731680650723569,587731680650723569,original,45722,J081225.87+342732.1,3389456,45722,301
246.37701416,49.840259552,0,46,1,0,46,44,2,30,16,1,23,17,5,35,11,0,0,0,0,0,0,17,11,2,3,20,2,0,0,5,47,0.0,0.9787234042553191,0.02127659574468085,46,0.0,1.0,46,0.6521739130434783,0.34782608695652173,46,0.9565217391304348,0.043478260869565216,46,0.10869565217391304,0.3695652173913043,0.5,0.021739130434782608,46,0.7608695652173914,0.2391304347826087,0,,,,0,,,,30,0.5666666666666667,0.36666666666666664,0.06666666666666667,30,0.1,0.6666666666666666,0.06666666666666667,0.0,0.0,0.16666666666666666,data/gz2/images/587725/587725994108780659.jpg,587725,J162530.48+495024.9,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_yes,bulge-size-gz2_just-noticeable,something-odd-gz2_yes,-,-,spiral-winding-gz2_tight,spiral-arm-count-gz2_2,barred_spiral,0.6105457909343202,5,587725994108780659.jpg,587725994108780659,587725994108780659,original,14328,NGC 6154,58095,14328,8654
251.407058716,39.8203010559,18,19,1,0,19,2,17,1,18,1,3,9,6,24,13,6,12,0,0,0,0,0,0,1,0,0,0,0,0,1,38,0.47368421052631576,0.5,0.02631578947368421,19,0.0,1.0,19,0.05263157894736842,0.9473684210526315,19,0.10526315789473684,0.8947368421052632,19,0.3157894736842105,0.47368421052631576,0.15789473684210525,0.05263157894736842,37,0.6486486486486487,0.35135135135135137,18,0.3333333333333333,0.6666666666666666,0.0,0,,,,1,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,data/gz2/images/588007/588007004196634882.jpg,588007,J164537.69+394913.0,smooth-or-featured-gz2_featured-or-disk,-,-,-,-,something-odd-gz2_yes,-,-,-,-,,1.0,-1,588007004196634882.jpg,588007004196634882,588007004196634882,original,191259,J164537.6+394912.,.......,191259,8919
218.918670654,6.714820861819999,12,21,1,2,19,3,16,6,12,0,6,10,2,20,12,1,9,2,2,0,0,3,2,1,2,2,0,0,0,2,34,0.35294117647058826,0.6176470588235294,0.029411764705882353,21,0.09523809523809523,0.9047619047619048,18,0.3333333333333333,0.6666666666666666,19,0.15789473684210525,0.8421052631578947,18,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.0,32,0.625,0.375,12,0.08333333333333333,0.75,0.16666666666666666,2,1.0,0.0,0.0,6,0.5,0.3333333333333333,0.16666666666666666,6,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,data/gz2/images/587730/587730023328186475.jpg,587730,J143540.48+064253.3,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.3137254901960784,6,587730023328186475.jpg,587730023328186475,587730023328186475,original,42022,J143540.49+064253.7,1306111,42022,6636
200.888137817,40.2348327637,7,35,1,0,35,1,34,24,11,0,13,21,1,25,17,5,2,0,0,0,0,17,5,2,5,0,1,0,0,18,43,0.16279069767441862,0.813953488372093,0.023255813953488372,35,0.0,1.0,35,0.6857142857142857,0.3142857142857143,35,0.02857142857142857,0.9714285714285714,35,0.02857142857142857,0.6,0.37142857142857144,0.0,42,0.5952380952380952,0.40476190476190477,7,0.7142857142857143,0.2857142857142857,0.0,0,,,,24,0.7083333333333334,0.20833333333333334,0.08333333333333333,24,0.20833333333333334,0.0,0.041666666666666664,0.0,0.0,0.75,data/gz2/images/588017/588017719576625237.jpg,588017,J132333.15+401405.4,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,spiral-winding-gz2_tight,spiral-arm-count-gz2_cant-tell,unbarred_spiral,0.5421926910299003,4,588017719576625237.jpg,588017719576625237,588017719576625237,original,220029,J132333.11+401405.6,2162765,220029,5242
178.65170288099998,10.8472108841,14,25,0,0,25,3,22,4,21,0,1,21,3,20,19,4,10,0,0,0,0,4,0,0,0,1,0,0,0,3,39,0.358974358974359,0.6410256410256411,0.0,25,0.0,1.0,25,0.16,0.84,25,0.12,0.88,25,0.12,0.84,0.04,0.0,39,0.5128205128205128,0.48717948717948717,14,0.2857142857142857,0.7142857142857143,0.0,0,,,,4,1.0,0.0,0.0,4,0.0,0.25,0.0,0.0,0.0,0.75,data/gz2/images/587732/587732772664508524.jpg,587732,J115436.40+105049.9,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.4738461538461538,6,587732772664508524.jpg,587732772664508524,587732772664508524,original,63473,J115436.37+105049.9,1385337,63473,3626
